action_stability_mean,action_stability_std,action_switches_mean,action_switches_std,algorithm,cost_mean,cost_std,dropped_requests_mean,dropped_requests_std,latency_proxy_mean,latency_proxy_std,mean_queue_mean,mean_queue_std,num_seeds,return_mean,return_std
0.8098098098098099,0.012681541000320248,190.0,12.668859459319927,Rule-Based Baseline,3266.4,178.5519532237046,163.4,83.79916467364099,0.047392000000000004,0.004913464561793441,23.696,2.4567322808967202,5,-6536.813145875931,1717.036133540006
0.6658658658658658,0.007894592253505636,333.8,7.886697661252141,Vanilla DQN,2399.8,52.04997598462462,45.8,68.58717081204036,0.09931799999999999,0.017942192452428996,49.659,8.971096226214497,5,-3545.6983971357345,1412.2020947081514
1.0,0.0,0.0,0.0,Double DQN,9956.0,0.0,0.0,0.0,1.9600000000000002e-05,4.3826932358995887e-05,0.0098,0.021913466179497937,5,-9956.000096416474,0.0002155937886478698
0.655055055055055,0.02259026626535752,344.6,22.567675999092152,Dueling DQN,2407.8,59.575162609933344,328.6,379.7884937698876,0.1139996,0.02435115173456895,56.99980000000001,12.175575867284472,5,-9179.089720153808,7625.027529964833
1.0,0.0,0.0,0.0,Double-Dueling DQN,9956.0,0.0,0.0,0.0,1.9600000000000002e-05,4.3826932358995887e-05,0.0098,0.021913466179497937,5,-9956.000096416474,0.0002155937886478698
0.7505505505505505,0.01387749895945817,249.2,13.863621460498697,PPO,2823.2,90.48314760219165,11.8,25.830214865540704,0.040834,0.005294021344875745,20.417,2.647010672437873,5,-3075.9438342571257,585.8392448125022
0.998998998998999,0.0,1.0,0.0,Sparse PPO K=4,9956.0,0.0,0.0,0.0,1.9600000000000002e-05,4.3826932358995887e-05,0.0098,0.021913466179497937,5,-9956.000096416474,0.0002155937886478698
0.6542542542542542,0.0039789002831534985,345.4,3.9749213828703582,A2C,3903.4,205.65334910961212,0.0,0.0,0.0050624,0.0010444552647193653,2.5312,0.5222276323596827,5,-4026.503268098831,229.0247371722904
0.7085085085085085,0.03080742192059476,291.2,30.776614498674153,PPO-LSTM,2335.4,73.82614712959088,159.2,215.99930555443925,0.1226632,0.025899513995440146,61.3316,12.949756997720073,5,-5597.767582821846,4342.88173209035
